state_name,rate
Texas,40.49931126468011
Georgia,28.867408326667906
Oklahoma,27.604559775187646
Kentucky,24.526802850258903
Missouri,24.352252508771006
Colorado,20.94095745049793
Tennessee,18.9098018848652
Mississippi,17.9807664873985
Arkansas,17.634650972134857
New Mexico,17.491196493781995
